guess,mean q(g),var q(g)
rebel,144.625,41654.916666666664
rebus,136.11764705882354,45940.73529411765
rebut,128.55555555555554,35654.967320261436
recap,136.11764705882354,37152.86029411765
recur,154.26666666666668,49260.780952380956
recut,128.55555555555554,34956.73202614379
reedy,144.625,39959.71666666667
refer,165.28571428571428,60064.83516483517
refit,128.55555555555554,32219.084967320257
regal,121.78947368421052,33518.95321637427
rehab,144.625,44885.05
reign,136.11764705882354,34471.61029411764
relax,144.625,40390.916666666664
relay,121.78947368421052,27152.84210526316
relic,144.625,40400.25
remit,121.78947368421052,30826.73099415204
renal,136.11764705882354,33908.86029411764
renew,154.26666666666668,46645.066666666666
repay,128.55555555555554,29825.202614379083
repel,144.625,40543.183333333334
reply,136.11764705882354,33569.86029411765
rerun,165.28571428571428,47066.52747252748
reset,144.625,31508.516666666666
resin,128.55555555555554,35535.7908496732
retch,128.55555555555554,35544.14379084967
retro,136.11764705882354,37526.11029411764
retry,154.26666666666668,37171.63809523809
reuse,144.625,33188.916666666664
revel,128.55555555555554,40992.49673202615
revue,154.26666666666668,45348.63809523809
rhino,165.28571428571428,43399.142857142855
rhyme,144.625,40578.51666666667
rider,128.55555555555554,37851.32026143791
ridge,121.78947368421052,30939.95321637427
rifle,144.625,31513.183333333334
right,128.55555555555554,44712.84967320261
rigid,165.28571428571428,65892.989010989
rigor,154.26666666666668,53266.49523809523
rinse,128.55555555555554,27297.67320261438
ripen,115.7,33411.273684210515
riper,136.11764705882354,40476.48529411764
risen,115.7,31736.747368421045
riser,144.625,38262.25
risky,154.26666666666668,50068.780952380934
rival,136.11764705882354,46458.36029411765
river,144.625,45102.51666666667
rivet,144.625,32628.383333333335
roach,128.55555555555554,30655.67320261438
roast,128.55555555555554,25108.26143790849
robin,154.26666666666668,45206.49523809523
robot,154.26666666666668,48213.78095238095
rocky,154.26666666666668,45039.35238095238
rodeo,144.625,37102.916666666664
roger,144.625,36909.85
rogue,128.55555555555554,31101.790849673198
roomy,165.28571428571428,54783.45054945056
roost,144.625,36985.183333333334
rotor,154.26666666666668,54637.20952380953
rouge,121.78947368421052,27569.95321637427
rough,154.26666666666668,48151.352380952376
round,144.625,39591.98333333333
rouse,136.11764705882354,26390.23529411765
route,128.55555555555554,24266.02614379085
rover,136.11764705882354,38822.11029411764
rowdy,128.55555555555554,43583.320261437904
rower,136.11764705882354,38431.23529411765
royal,136.11764705882354,41545.11029411765
ruddy,154.26666666666668,63829.20952380953
ruder,144.625,42075.05
rugby,165.28571428571428,61271.45054945056
ruler,154.26666666666668,40857.780952380956
rumba,144.625,58745.583333333336
rumor,154.26666666666668,56755.06666666665
rupee,144.625,38902.78333333333
rural,165.28571428571428,50651.142857142855
rusty,144.625,40467.71666666667
sadly,121.78947368421052,29626.2865497076
safer,128.55555555555554,22059.320261437904
saint,121.78947368421052,24378.39766081872
salad,154.26666666666668,41792.066666666666
sally,128.55555555555554,35855.55555555556
salon,136.11764705882354,30840.110294117647
salsa,165.28571428571428,54934.835164835175
salty,128.55555555555554,26560.261437908495
salve,115.7,22955.48421052632
salvo,136.11764705882354,35293.48529411765
sandy,128.55555555555554,33762.26143790849
saner,121.78947368421052,19892.50877192983
sappy,136.11764705882354,46700.36029411765
sassy,165.28571428571428,68519.45054945054
satin,136.11764705882354,28944.735294117647
satyr,144.625,31239.45
sauce,136.11764705882354,25647.36029411765
saucy,136.11764705882354,34096.36029411765
sauna,154.26666666666668,44107.78095238095
saute,128.55555555555554,22356.732026143785
savor,154.26666666666668,31727.066666666673
savoy,136.11764705882354,36278.98529411765
savvy,144.625,54896.78333333333
scald,136.11764705882354,35092.48529411764
scale,128.55555555555554,22403.67320261438
scalp,128.55555555555554,34276.02614379084
scaly,128.55555555555554,29470.02614379085
scamp,136.11764705882354,43011.98529411766
scant,154.26666666666668,31006.352380952383
scare,121.78947368421052,20697.730994152043
scarf,144.625,38976.78333333333
scary,136.11764705882354,30278.98529411765
scene,154.26666666666668,36842.780952380956
scent,128.55555555555554,30600.14379084967
scion,136.11764705882354,36516.61029411765
scoff,178.0,73275.0
scold,154.26666666666668,43811.066666666666
scone,136.11764705882354,27157.985294117647
scoop,165.28571428571428,61396.065934065955
scope,136.11764705882354,31489.23529411765
score,128.55555555555554,22994.496732026142
scorn,144.625,37102.65
scour,136.11764705882354,35333.61029411765
scout,144.625,36264.51666666667
scowl,165.28571428571428,49633.142857142855
scram,154.26666666666668,40878.63809523809
scrap,144.625,38312.916666666664
scree,144.625,31592.916666666668
screw,128.55555555555554,32806.379084967324
scrub,154.26666666666668,52067.78095238095
scrum,144.625,49299.71666666667
scuba,178.0,54216.166666666664
sedan,144.625,31620.916666666668
seedy,165.28571428571428,44396.52747252747
segue,144.625,42005.05
seize,178.0,46496.0
semen,144.625,40208.51666666667
sense,165.28571428571428,50950.989010989004
sepia,178.0,38473.333333333336
serif,136.11764705882354,29497.360294117647
serum,136.11764705882354,32189.860294117643
serve,128.55555555555554,32596.732026143793
setup,136.11764705882354,33129.61029411764
seven,144.625,43043.45
sever,136.11764705882354,34628.61029411765
sewer,154.26666666666668,35817.780952380956
shack,154.26666666666668,44677.06666666667
shade,144.625,28044.916666666668
shady,136.11764705882354,37818.36029411764
shaft,136.11764705882354,34574.73529411764
shake,154.26666666666668,31321.638095238104
shaky,128.55555555555554,39374.967320261436
shale,115.7,21930.22105263158
shall,136.11764705882354,39901.98529411765
shalt,121.78947368421052,26194.2865497076
shame,136.11764705882354,27655.235294117647
shank,154.26666666666668,41358.63809523809
shape,136.11764705882354,27342.985294117647
shard,144.625,35951.05
share,136.11764705882354,20931.110294117643
shark,144.625,38611.583333333336
sharp,144.625,36095.183333333334
shave,144.625,29951.716666666667
shawl,136.11764705882354,38923.61029411765
shear,121.78947368421052,25690.286549707598
sheen,144.625,38765.05
sheep,154.26666666666668,43503.780952380956
sheer,154.26666666666668,33052.20952380953
sheet,136.11764705882354,32153.360294117643
sheik,165.28571428571428,40894.06593406595
shelf,144.625,39624.11666666667
shell,154.26666666666668,41162.066666666666
shied,154.26666666666668,30919.49523809525
shift,136.11764705882354,40034.86029411764
shine,144.625,26460.916666666668
shiny,144.625,39068.916666666664
shire,128.55555555555554,22942.614379084964
shirk,154.26666666666668,43938.20952380951
shirt,154.26666666666668,30281.638095238097
shoal,128.55555555555554,31601.084967320257
shock,144.625,48400.38333333333
shone,144.625,26645.183333333334
shook,192.83333333333334,76457.06060606061
shoot,136.11764705882354,43148.98529411764
shore,128.55555555555554,22103.32026143791
shorn,144.625,36023.85
short,121.78947368421052,26960.730994152047
shout,128.55555555555554,32875.7908496732
shove,154.26666666666668,34255.49523809524
shown,144.625,46649.71666666667
showy,165.28571428571428,51574.68131868133
shrew,128.55555555555554,31680.026143790845
shrub,144.625,48768.916666666664
shrug,154.26666666666668,49596.9238095238
shuck,136.11764705882354,56921.73529411765
shunt,144.625,37936.38333333333
shush,178.0,110955.66666666667
shyly,165.28571428571428,61698.98901098902
siege,165.28571428571428,40088.373626373635
sieve,165.28571428571428,42910.989010989004
sight,136.11764705882354,40622.73529411765
sigma,144.625,46377.71666666667
silky,121.78947368421052,38846.17543859649
silly,144.625,47310.51666666667
since,136.11764705882354,27031.23529411765
sinew,144.625,33411.05
singe,121.78947368421052,27560.84210526316
siren,136.11764705882354,26733.110294117647
sissy,231.4,107921.15555555555
sixth,154.26666666666668,51234.49523809524
sixty,144.625,45426.11666666667
skate,115.7,23698.010526315793
skier,144.625,30066.65
skiff,178.0,89062.83333333333
skill,154.26666666666668,56804.20952380951
skimp,178.0,67027.16666666667
skirt,154.26666666666668,36651.066666666666
skulk,144.625,63579.183333333334
skull,144.625,62148.78333333333
skunk,178.0,79354.66666666667
slack,128.55555555555554,32588.614379084964
slain,128.55555555555554,27622.026143790845
slang,128.55555555555554,31124.496732026146
slant,128.55555555555554,25173.202614379086
slash,144.625,39448.25
slate,115.7,18172.747368421053
slave,121.78947368421052,22321.064327485383
sleek,154.26666666666668,38485.49523809524
sleep,144.625,35319.85
sleet,144.625,28697.45
slept,121.78947368421052,27581.95321637427
slice,154.26666666666668,23643.638095238097
slick,136.11764705882354,39610.23529411765
slide,144.625,24444.25
slime,136.11764705882354,25455.61029411765
slimy,136.11764705882354,37696.36029411765
sling,154.26666666666668,38670.066666666666
slink,144.625,38561.98333333333
sloop,144.625,46993.183333333334
slope,121.78947368421052,24663.286549707598
slosh,154.26666666666668,47526.49523809524
sloth,128.55555555555554,30880.84967320261
slump,136.11764705882354,46374.73529411766
slung,154.26666666666668,43807.066666666666
slunk,128.55555555555554,41221.202614379086
slurp,136.11764705882354,38590.86029411764
slush,154.26666666666668,56486.92380952381
slyly,178.0,88912.66666666667
smack,136.11764705882354,43309.61029411765
small,128.55555555555554,40088.143790849674
smart,136.11764705882354,28373.61029411765
smash,136.11764705882354,49716.86029411765
smear,136.11764705882354,28168.23529411765
smell,144.625,41868.65
smelt,121.78947368421052,30747.842105263153
smile,136.11764705882354,27111.110294117647
smirk,154.26666666666668,46880.638095238086
smite,154.26666666666668,27000.923809523807
smith,154.26666666666668,42816.63809523809
smock,154.26666666666668,52121.638095238086
smoke,144.625,35829.583333333336
smoky,144.625,49978.65
smote,128.55555555555554,26325.555555555555
snack,144.625,39499.183333333334
snail,136.11764705882354,30576.485294117647
snake,144.625,28491.85
snaky,128.55555555555554,36213.43790849673
snare,128.55555555555554,20440.143790849674
snarl,144.625,34384.11666666667
sneak,136.11764705882354,34616.36029411764
sneer,144.625,33412.78333333333
snide,136.11764705882354,27643.485294117647
sniff,178.0,69012.16666666667
snipe,128.55555555555554,28154.849673202614
snoop,144.625,52535.583333333336
snore,136.11764705882354,22706.985294117647
snort,136.11764705882354,29577.110294117647
snout,136.11764705882354,33665.61029411765
snowy,144.625,43411.45
snuck,144.625,53238.78333333333
snuff,165.28571428571428,76988.98901098903
soapy,136.11764705882354,30823.735294117647
sober,136.11764705882354,23875.48529411765
soggy,154.26666666666668,61159.209523809506
solar,136.11764705882354,28127.36029411765
solid,165.28571428571428,39209.604395604394
solve,136.11764705882354,28791.610294117647
sonar,144.625,27607.983333333334
sonic,128.55555555555554,34990.49673202614
sooth,136.11764705882354,44238.23529411765
sooty,154.26666666666668,45995.78095238095
sorry,154.26666666666668,40498.35238095238
sound,165.28571428571428,39258.681318681316
south,128.55555555555554,33773.555555555555
sower,128.55555555555554,25074.026143790845
space,136.11764705882354,25560.985294117647
spade,144.625,27774.916666666668
spank,144.625,41921.05
spare,121.78947368421052,20204.61988304094
spark,144.625,38333.98333333333
spasm,144.625,52570.38333333333
spawn,165.28571428571428,48916.527472527494
speak,144.625,37665.05
spear,128.55555555555554,26774.261437908495
speck,154.26666666666668,44719.780952380956
speed,154.26666666666668,43578.49523809523
spell,144.625,40281.45
spelt,121.78947368421052,28935.84210526316
spend,128.55555555555554,35399.7908496732
spent,128.55555555555554,30243.7908496732
sperm,144.625,35338.916666666664
spice,144.625,28759.716666666667
spicy,154.26666666666668,44020.352380952376
spied,144.625,30967.183333333334
spiel,128.55555555555554,26527.673202614376
spike,154.26666666666668,34698.20952380953
spiky,144.625,51270.38333333333
spill,154.26666666666668,50738.9238095238
spilt,136.11764705882354,32778.73529411765
spine,136.11764705882354,26646.485294117647
spiny,154.26666666666668,40967.49523809523
spire,128.55555555555554,23300.026143790852
spite,144.625,24878.116666666665
splat,128.55555555555554,32013.673202614384
split,128.55555555555554,34512.02614379085
spoil,136.11764705882354,36836.23529411765
spoke,136.11764705882354,34332.48529411764
spoof,165.28571428571428,71503.45054945056
spook,165.28571428571428,71664.06593406593
spool,144.625,48445.98333333333
spoon,144.625,52639.05
spore,121.78947368421052,22404.730994152043
sport,128.55555555555554,29657.202614379086
spout,136.11764705882354,36587.48529411764
spray,128.55555555555554,30372.967320261436
spree,144.625,31975.85
sprig,165.28571428571428,46900.98901098901
spunk,144.625,55236.11666666667
spurn,154.26666666666668,43488.9238095238
spurt,136.11764705882354,34142.11029411764
squad,154.26666666666668,52391.35238095237
squat,154.26666666666668,42048.066666666666
squib,192.83333333333334,73362.69696969698
stack,154.26666666666668,38929.209523809535
staff,165.28571428571428,52347.60439560439
stage,121.78947368421052,23745.175438596492
staid,154.26666666666668,34719.495238095245
stain,121.78947368421052,28314.73099415205
stair,128.55555555555554,27003.673202614376
stake,115.7,24276.221052631583
stale,115.7,19754.221052631583
stalk,136.11764705882354,33527.48529411765
stall,144.625,36056.25
stamp,128.55555555555554,36532.14379084967
stand,154.26666666666668,34819.92380952381
stank,154.26666666666668,36798.780952380956
stare,121.78947368421052,18253.730994152043
stark,144.625,34125.45
start,154.26666666666668,32874.495238095245
stash,154.26666666666668,42402.49523809524
state,136.11764705882354,25510.110294117643
stave,121.78947368421052,24130.06432748538
stead,128.55555555555554,30738.143790849674
steak,128.55555555555554,32667.908496732023
steal,115.7,27967.589473684213
steam,136.11764705882354,33575.23529411765
steed,154.26666666666668,36911.63809523811
steel,144.625,32324.65
steep,144.625,37158.916666666664
steer,128.55555555555554,28572.496732026142
stein,128.55555555555554,30104.967320261432
stern,121.78947368421052,29491.175438596492
stick,154.26666666666668,43928.49523809524
stiff,165.28571428571428,60864.52747252748
still,144.625,40448.78333333333
stilt,154.26666666666668,40805.35238095238
sting,144.625,40511.183333333334
stink,144.625,40560.916666666664
stint,154.26666666666668,43042.49523809523
stock,154.26666666666668,44032.92380952381
stoic,165.28571428571428,40438.98901098901
stoke,154.26666666666668,31197.638095238097
stole,128.55555555555554,23904.84967320261
stomp,136.11764705882354,42967.73529411765
stone,128.55555555555554,23391.202614379086
stony,144.625,32690.516666666666
stood,154.26666666666668,48693.9238095238
stool,154.26666666666668,42816.49523809524
stoop,154.26666666666668,51396.06666666666
store,128.55555555555554,20384.496732026142
stork,136.11764705882354,36420.86029411765
storm,136.11764705882354,35941.36029411765
story,128.55555555555554,28010.49673202614
stout,154.26666666666668,45730.78095238096
stove,154.26666666666668,30010.35238095238
strap,136.11764705882354,33443.48529411764
straw,144.625,37522.25
stray,121.78947368421052,26897.508771929828
strip,154.26666666666668,38559.20952380953
strut,136.11764705882354,41977.98529411765
stuck,154.26666666666668,51419.92380952381
study,154.26666666666668,44147.780952380956
stuff,154.26666666666668,68228.63809523809
stump,154.26666666666668,53407.780952380934
stung,144.625,46020.11666666667
stunk,144.625,46859.85
stunt,154.26666666666668,50339.9238095238
style,121.78947368421052,28395.73099415205
suave,154.26666666666668,29940.780952380952
sugar,144.625,34804.11666666667
suing,144.625,41519.05
suite,144.625,23774.783333333333
sulky,128.55555555555554,43864.49673202614
sully,144.625,53085.85
sumac,154.26666666666668,43404.9238095238
sunny,178.0,67970.5
super,121.78947368421052,26122.730994152047
surer,144.625,30690.116666666665
surge,128.55555555555554,26169.55555555555
surly,136.11764705882354,36819.73529411765
sushi,178.0,70891.0
swami,136.11764705882354,48604.73529411764
swamp,136.11764705882354,48499.23529411765
swarm,144.625,40898.38333333333
swash,154.26666666666668,57992.923809523796
swath,144.625,38729.183333333334
swear,128.55555555555554,28186.61437908497
sweat,121.78947368421052,29106.06432748538
sweep,154.26666666666668,50480.49523809522
sweet,144.625,38288.916666666664
swell,154.26666666666668,45592.20952380951
swept,121.78947368421052,34676.39766081871
swift,144.625,47669.583333333336
swill,165.28571428571428,59315.9120879121
swine,136.11764705882354,28593.360294117647
swing,178.0,57272.333333333336
swirl,144.625,41725.98333333333
swish,165.28571428571428,73881.91208791209
swoon,165.28571428571428,62699.14285714288
swoop,178.0,76534.83333333333
sword,144.625,40284.65
swore,136.11764705882354,23975.61029411765
sworn,144.625,39815.45
swung,165.28571428571428,62787.604395604394
synod,178.0,49743.5
syrup,154.26666666666668,51721.35238095239
tabby,136.11764705882354,49868.98529411765
table,128.55555555555554,25339.790849673198
taboo,154.26666666666668,53207.352380952376
tacit,144.625,44539.316666666666
tacky,128.55555555555554,39628.84967320262
taffy,154.26666666666668,55613.638095238086
taint,144.625,36743.98333333333
taken,144.625,32824.916666666664
taker,136.11764705882354,28625.98529411765
tally,136.11764705882354,38711.48529411764
talon,128.55555555555554,34712.84967320262
tamer,121.78947368421052,25526.39766081871
tango,144.625,40638.51666666667
tangy,144.625,38192.25
taper,121.78947368421052,25123.730994152047
tapir,128.55555555555554,34118.61437908496
tardy,128.55555555555554,32430.379084967324
tarot,154.26666666666668,35485.495238095245
taste,136.11764705882354,27986.610294117647
tasty,128.55555555555554,38157.90849673203
tatty,210.36363636363637,71700.05454545455
taunt,154.26666666666668,44876.780952380956
tawny,154.26666666666668,41993.63809523809
teach,121.78947368421052,30432.730994152047
teary,121.78947368421052,23327.2865497076
tease,136.11764705882354,25771.485294117647
teddy,154.26666666666668,49213.06666666667
teeth,154.26666666666668,59420.49523809523
tempo,165.28571428571428,50609.29670329671
tenet,178.0,50846.333333333336
tenor,136.11764705882354,30824.36029411765
tense,136.11764705882354,31340.485294117647
tenth,144.625,45278.51666666667
tepee,178.0,58493.666666666664
tepid,154.26666666666668,41295.63809523809
terra,144.625,34984.38333333333
terse,136.11764705882354,27539.110294117647
testy,154.26666666666668,39920.066666666666
thank,154.26666666666668,43657.638095238086
theft,154.26666666666668,53457.78095238095
their,136.11764705882354,33051.11029411765
theme,144.625,43319.583333333336
there,128.55555555555554,30268.614379084967
these,144.625,36090.65
theta,144.625,47025.71666666667
thick,136.11764705882354,51665.36029411764
thief,128.55555555555554,34916.732026143785
thigh,165.28571428571428,69071.29670329671
thing,128.55555555555554,45451.320261437904
think,144.625,49061.45
third,165.28571428571428,44515.91208791209
thong,144.625,46817.71666666667
thorn,136.11764705882354,38566.48529411765
those,121.78947368421052,26368.397660818715
three,136.11764705882354,31426.485294117647
threw,136.11764705882354,37594.86029411765
throb,136.11764705882354,46706.36029411765
throw,144.625,48718.11666666667
thrum,165.28571428571428,58808.989010989004
thumb,165.28571428571428,71527.9120879121
thump,144.625,61600.78333333333
thyme,136.11764705882354,40349.36029411765
tiara,154.26666666666668,40081.638095238086
tibia,165.28571428571428,60564.68131868134
tidal,165.28571428571428,42855.45054945055
tiger,136.11764705882354,32144.985294117647
tight,165.28571428571428,70587.29670329671
tilde,136.11764705882354,29678.11029411765
timer,128.55555555555554,32709.90849673203
timid,165.28571428571428,71049.6043956044
tipsy,154.26666666666668,41227.780952380956
titan,165.28571428571428,47514.065934065955
tithe,144.625,40369.05
title,144.625,33569.05
toast,154.26666666666668,33827.780952380956
today,144.625,36272.11666666667
toddy,154.26666666666668,56484.35238095238
token,144.625,36155.71666666667
tonal,121.78947368421052,31602.61988304093
tonga,154.26666666666668,42575.06666666666
tonic,136.11764705882354,39307.73529411764
tooth,178.0,83017.0
topaz,165.28571428571428,52888.68131868132
topic,144.625,47207.45
torch,136.11764705882354,36493.86029411764
torso,144.625,41103.183333333334
torus,144.625,40155.71666666667
total,136.11764705882354,39371.23529411765
totem,154.26666666666668,42124.63809523809
touch,128.55555555555554,40840.732026143785
tough,128.55555555555554,45070.379084967324
towel,144.625,34434.78333333333
tower,115.7,28289.06315789474
toxic,154.26666666666668,55358.49523809523
toxin,144.625,46381.98333333333
trace,115.7,19135.48421052632
track,136.11764705882354,35168.98529411764
tract,144.625,33954.11666666667
trade,128.55555555555554,20443.908496732027
trail,121.78947368421052,29625.84210526316
train,128.55555555555554,29889.67320261438
trait,144.625,34315.316666666666
tramp,144.625,37295.183333333334
trash,128.55555555555554,28582.73202614379
trawl,144.625,36998.78333333333
tread,121.78947368421052,27263.95321637427
treat,136.11764705882354,27632.110294117647
trend,136.11764705882354,30861.235294117643
triad,128.55555555555554,31845.202614379083
trial,128.55555555555554,30850.026143790845
tribe,128.55555555555554,24134.49673202614
trice,128.55555555555554,21710.37908496732
trick,144.625,41613.98333333333
tried,121.78947368421052,25165.06432748538
tripe,121.78947368421052,22770.397660818715
trite,144.625,25602.65
troll,144.625,39811.316666666666
troop,144.625,46138.38333333333
trope,121.78947368421052,22594.064327485383
trout,136.11764705882354,39202.98529411765
trove,128.55555555555554,24020.26143790849
truce,128.55555555555554,24541.555555555555
truck,154.26666666666668,48650.35238095238
truer,154.26666666666668,32963.63809523809
truly,165.28571428571428,40620.52747252748
trump,154.26666666666668,50323.780952380956
trunk,154.26666666666668,48226.20952380951
truss,144.625,45559.98333333333
trust,136.11764705882354,39459.73529411765
truth,165.28571428571428,53881.14285714285
tryst,154.26666666666668,46563.9238095238
tubal,165.28571428571428,45388.373626373635
tuber,128.55555555555554,32409.202614379086
tulip,154.26666666666668,48905.923809523796
tulle,165.28571428571428,36808.83516483516
tumor,121.78947368421052,38419.73099415204
tunic,144.625,48109.71666666667
turbo,136.11764705882354,45540.73529411764
tutor,136.11764705882354,43235.86029411765
twang,178.0,54017.666666666664
tweak,144.625,47836.38333333333
tweed,154.26666666666668,51841.78095238095
tweet,178.0,65779.0
twice,144.625,33355.183333333334
twine,136.11764705882354,29422.485294117647
twirl,154.26666666666668,48982.35238095238
twist,154.26666666666668,57539.49523809524
twixt,192.83333333333334,103998.69696969696
tying,144.625,53292.51666666667
udder,144.625,50998.51666666667
ulcer,144.625,37705.71666666667
ultra,154.26666666666668,48189.9238095238
umbra,165.28571428571428,70048.83516483518
uncle,165.28571428571428,42119.604395604394
uncut,192.83333333333334,80452.69696969696
under,136.11764705882354,42886.73529411764
undid,165.28571428571428,80515.75824175825
undue,165.28571428571428,54500.83516483517
unfed,144.625,53357.583333333336
unfit,154.26666666666668,59098.49523809524
unify,144.625,54259.05
union,178.0,64850.333333333336
unite,128.55555555555554,31518.84967320261
unity,136.11764705882354,40793.61029411764
unlit,144.625,47818.11666666667
unmet,144.625,43215.583333333336
unset,128.55555555555554,35436.49673202614
untie,128.55555555555554,35066.967320261436
until,144.625,51010.51666666667
unwed,144.625,54031.71666666667
unzip,178.0,89921.5
upper,144.625,51356.65
upset,136.11764705882354,35549.61029411765
urban,178.0,53753.833333333336
urine,136.11764705882354,26911.86029411765
usage,136.11764705882354,40536.23529411764
usher,144.625,47457.85
using,154.26666666666668,59936.06666666666
usual,165.28571428571428,60318.98901098902
usurp,165.28571428571428,72951.45054945056
utile,154.26666666666668,32519.638095238097
utter,144.625,43541.85
vague,144.625,43479.183333333334
valet,136.11764705882354,26951.61029411765
valid,128.55555555555554,43281.08496732026
valor,144.625,39227.183333333334
value,128.55555555555554,32223.790849673205
valve,136.11764705882354,35182.48529411765
vapid,144.625,57445.71666666667
vapor,154.26666666666668,44430.49523809524
vault,154.26666666666668,41456.49523809523
vaunt,144.625,43468.51666666667
vegan,154.26666666666668,45661.49523809523
venom,165.28571428571428,54327.29670329671
venue,165.28571428571428,54048.06593406593
verge,144.625,44742.65
verse,128.55555555555554,35100.02614379085
verso,128.55555555555554,35064.732026143785
verve,154.26666666666668,56088.20952380951
vicar,154.26666666666668,46603.066666666666
video,136.11764705882354,45649.98529411765
vigil,178.0,88279.83333333333
vigor,144.625,50801.71666666667
villa,144.625,60271.71666666667
vinyl,154.26666666666668,61910.066666666666
viola,144.625,48606.78333333333
viper,128.55555555555554,38343.320261437904
viral,128.55555555555554,41786.14379084967
virus,178.0,65681.0
visit,178.0,67456.5
visor,154.26666666666668,49167.49523809523
vista,154.26666666666668,52383.780952380956
vital,136.11764705882354,43700.61029411765
vivid,210.36363636363637,160045.6545454545
vixen,165.28571428571428,54464.52747252748
vocal,136.11764705882354,43550.23529411765
vodka,178.0,70932.5
vogue,144.625,45877.183333333334
voice,165.28571428571428,35110.98901098902
voila,144.625,44042.65
vomit,154.26666666666668,51435.352380952376
voter,136.11764705882354,30721.11029411765
vouch,144.625,58378.916666666664
vowel,144.625,41878.916666666664
vying,154.26666666666668,70929.35238095239
wacky,144.625,54477.583333333336
wafer,128.55555555555554,31254.14379084967
wager,121.78947368421052,28899.508771929824
wagon,165.28571428571428,52352.835164835175
waist,136.11764705882354,33150.48529411765
waive,144.625,34216.38333333333
waltz,178.0,57172.166666666664
warty,136.11764705882354,34846.36029411765
waste,121.78947368421052,26299.95321637427
watch,144.625,46884.38333333333
water,121.78947368421052,26212.175438596492
waver,128.55555555555554,31193.43790849673
waxen,165.28571428571428,43239.142857142855
weary,128.55555555555554,26531.7908496732
weave,165.28571428571428,46409.14285714287
wedge,165.28571428571428,64629.75824175825
weedy,165.28571428571428,61714.98901098902
weigh,154.26666666666668,48232.352380952376
weird,144.625,34692.11666666667
welch,136.11764705882354,44355.61029411765
welsh,136.11764705882354,41477.73529411765
wench,144.625,48159.71666666667
whack,154.26666666666668,64130.20952380953
whale,144.625,30278.916666666668
wharf,165.28571428571428,56770.98901098902
wheat,128.55555555555554,36063.43790849673
wheel,165.28571428571428,53910.98901098901
whelp,154.26666666666668,53188.20952380953
where,154.26666666666668,42419.49523809522
which,178.0,93104.5
whiff,192.83333333333334,120337.0606060606
while,144.625,34740.38333333333
whine,154.26666666666668,35989.20952380953
whiny,144.625,53479.05
whirl,165.28571428571428,54685.604395604416
whisk,154.26666666666668,66727.06666666667
white,136.11764705882354,33164.98529411765
whole,136.11764705882354,33692.98529411764
whoop,165.28571428571428,90600.98901098903
whose,154.26666666666668,38542.209523809535
widen,154.26666666666668,42556.638095238086
wider,121.78947368421052,34768.2865497076
widow,192.83333333333334,88612.69696969696
width,165.28571428571428,64464.37362637366
wield,136.11764705882354,40846.61029411764
wight,136.11764705882354,58581.48529411764
willy,165.28571428571428,71337.6043956044
wimpy,165.28571428571428,73962.83516483518
wince,144.625,35535.85
winch,136.11764705882354,56600.61029411766
windy,154.26666666666668,58643.923809523796
wiser,128.55555555555554,34758.37908496732
wispy,144.625,55255.71666666667
witch,136.11764705882354,55269.73529411765
witty,178.0,72950.16666666667
woken,154.26666666666668,46395.92380952381
woman,144.625,49104.78333333333
women,154.26666666666668,44688.06666666666
woody,154.26666666666668,82828.20952380952
wooer,144.625,35823.98333333333
wooly,144.625,61584.25
woozy,231.4,150674.4888888889
wordy,136.11764705882354,42775.98529411764
world,136.11764705882354,42883.48529411765
worry,165.28571428571428,57842.06593406593
worse,128.55555555555554,25521.084967320257
worst,136.11764705882354,33569.98529411765
worth,136.11764705882354,40649.48529411765
would,154.26666666666668,53042.35238095239
wound,165.28571428571428,56573.604395604416
woven,154.26666666666668,46206.49523809523
wrack,144.625,44030.51666666667
wrath,165.28571428571428,38365.142857142855
wreak,144.625,35586.65
wreck,144.625,41809.583333333336
wrest,128.55555555555554,28589.320261437908
wring,165.28571428571428,51565.91208791209
wrist,144.625,34769.05
write,128.55555555555554,23796.84967320261
wrong,154.26666666666668,47051.638095238086
wrote,128.55555555555554,23085.555555555555
wrung,165.28571428571428,57755.14285714287
wryly,165.28571428571428,64247.75824175825
yacht,154.26666666666668,47084.06666666665
yearn,144.625,34835.85
yeast,128.55555555555554,31150.26143790849
yield,136.11764705882354,43839.48529411764
young,165.28571428571428,57684.21978021979
youth,144.625,50015.71666666667
zebra,144.625,45550.51666666667
zesty,154.26666666666668,43245.92380952381
